OPEID6,INSTNM,CIPCODE,CIPDESC,EARN_MDN_HI_1YR,EARN_MDN_HI_2YR,DEBT_ALL_STGP_EVAL_MDN
9275,Northern Kentucky University,5220,Construction Management.,61266,63005,17875
1979,West Kentucky Community and Technical College,5202,"Business Administration, Management and Operations.",,,10295
1979,West Kentucky Community and Technical College,5202,"Business Administration, Management and Operations.",29735,21356,10412
1979,West Kentucky Community and Technical College,5204,Business Operations Support and Assistant Services.,,,9999
1980,University of Pikeville,2701,Mathematics.,,,
1980,University of Pikeville,5202,"Business Administration, Management and Operations.",,,
1980,University of Pikeville,5202,"Business Administration, Management and Operations.",,,
1980,University of Pikeville,5202,"Business Administration, Management and Operations.",34516,29322,24000
1980,University of Pikeville,5202,"Business Administration, Management and Operations.",43683,37424,
1996,Big Sandy Community and Technical College,5201,"Business/Commerce, General.",,,
1996,Big Sandy Community and Technical College,5202,"Business Administration, Management and Operations.",,,5399
1996,Big Sandy Community and Technical College,5202,"Business Administration, Management and Operations.",,,
1996,Big Sandy Community and Technical College,5204,Business Operations Support and Assistant Services.,,,
1997,Somerset Community College,5202,"Business Administration, Management and Operations.",,,14422
1997,Somerset Community College,5202,"Business Administration, Management and Operations.",25086,25194,14554
1998,Southeast Kentucky Community & Technical College,5201,"Business/Commerce, General.",,,
1998,Southeast Kentucky Community & Technical College,5202,"Business Administration, Management and Operations.",,,
1998,Southeast Kentucky Community & Technical College,5202,"Business Administration, Management and Operations.",,,
1982,The Southern Baptist Theological Seminary,5202,"Business Administration, Management and Operations.",,,
1960,Spalding University,5201,"Business/Commerce, General.",,,
1960,Spalding University,5201,"Business/Commerce, General.",39229,,29208
1960,Spalding University,5201,"Business/Commerce, General.",48018,58402,28160
1960,Spalding University,5201,"Business/Commerce, General.",,,
1960,Spalding University,5203,Accounting and Related Services.,,,25000
1960,Spalding University,5203,Accounting and Related Services.,,,
4619,Sullivan University,5201,"Business/Commerce, General.",37916,52107,27750
4619,Sullivan University,5202,"Business Administration, Management and Operations.",,,
4619,Sullivan University,5202,"Business Administration, Management and Operations.",34846,35213,23096
4619,Sullivan University,5202,"Business Administration, Management and Operations.",48560,42235,37788
4619,Sullivan University,5202,"Business Administration, Management and Operations.",54323,50742,41000
4619,Sullivan University,5202,"Business Administration, Management and Operations.",,,
4619,Sullivan University,5202,"Business Administration, Management and Operations.",,93342,
4619,Sullivan University,5202,"Business Administration, Management and Operations.",,,
4619,Sullivan University,5203,Accounting and Related Services.,,,
4619,Sullivan University,5203,Accounting and Related Services.,,40485,21168
4619,Sullivan University,5203,Accounting and Related Services.,42268,41007,34705
4619,Sullivan University,5204,Business Operations Support and Assistant Services.,,,
4619,Sullivan University,5209,Hospitality Administration/Management.,,,
4619,Sullivan University,5209,Hospitality Administration/Management.,27572,31495,18220
4619,Sullivan University,5209,Hospitality Administration/Management.,,37568,30419
4619,Sullivan University,5210,Human Resources Management and Services.,40101,45500,
4619,Sullivan University,5210,Human Resources Management and Services.,49169,54739,41000
4619,Sullivan University,5218,"General Sales, Merchandising and Related Marketing Operations.",,,
4619,Sullivan University,5218,"General Sales, Merchandising and Related Marketing Operations.",,,
2001,Thomas More University,2701,Mathematics.,,,
2001,Thomas More University,2701,Mathematics.,,,
2001,Thomas More University,5201,"Business/Commerce, General.",,,42000
2001,Thomas More University,5202,"Business Administration, Management and Operations.",,,
2001,Thomas More University,5202,"Business Administration, Management and Operations.",,,
2001,Thomas More University,5202,"Business Administration, Management and Operations.",56805,49270,31000
2001,Thomas More University,5202,"Business Administration, Management and Operations.",71446,70456,25320
2001,Thomas More University,5203,Accounting and Related Services.,,,
2001,Thomas More University,5203,Accounting and Related Services.,,,27000
2001,Thomas More University,5208,Finance and Financial Management Services.,,,
2001,Thomas More University,5209,Hospitality Administration/Management.,,,
2001,Thomas More University,5212,Management Information Systems and Services.,,,
1987,Transylvania University,2701,Mathematics.,,,
1987,Transylvania University,5201,"Business/Commerce, General.",36805,46087,26044
1987,Transylvania University,5203,Accounting and Related Services.,43754,48667,27000
1988,Union Commonwealth University,2701,Mathematics.,,,
1988,Union Commonwealth University,2701,Mathematics.,,,
1988,Union Commonwealth University,5202,"Business Administration, Management and Operations.",31123,,27000
1988,Union Commonwealth University,5202,"Business Administration, Management and Operations.",,,
1988,Union Commonwealth University,5203,Accounting and Related Services.,,,
1988,Union Commonwealth University,5203,Accounting and Related Services.,,,
1988,Union Commonwealth University,5210,Human Resources Management and Services.,,,
1988,Union Commonwealth University,5213,Management Sciences and Quantitative Methods.,,,
1988,Union Commonwealth University,5213,Management Sciences and Quantitative Methods.,,,
1988,Union Commonwealth University,5214,Marketing.,,,
1988,Union Commonwealth University,5214,Marketing.,,,
2002,Western Kentucky University,2701,Mathematics.,34675,33325,
2002,Western Kentucky University,2701,Mathematics.,,42682,
2002,Western Kentucky University,2705,Statistics.,,,
2002,Western Kentucky University,5202,"Business Administration, Management and Operations.",,,
2002,Western Kentucky University,5202,"Business Administration, Management and Operations.",,26353,
2002,Western Kentucky University,5202,"Business Administration, Management and Operations.",39143,39153,20820
2002,Western Kentucky University,5202,"Business Administration, Management and Operations.",52607,61144,25269
2002,Western Kentucky University,5202,"Business Administration, Management and Operations.",,,
2002,Western Kentucky University,5203,Accounting and Related Services.,39657,46999,22772
2002,Western Kentucky University,5203,Accounting and Related Services.,,,
2002,Western Kentucky University,5206,Business/Managerial Economics.,,41565,
2002,Western Kentucky University,5207,Entrepreneurial and Small Business Operations.,,,
2002,Western Kentucky University,5208,Finance and Financial Management Services.,,,
2002,Western Kentucky University,5208,Finance and Financial Management Services.,39676,41193,19500
2002,Western Kentucky University,5209,Hospitality Administration/Management.,25076,28960,23527
2002,Western Kentucky University,5210,Human Resources Management and Services.,,,
2002,Western Kentucky University,5211,International Business.,,,
2002,Western Kentucky University,5212,Management Information Systems and Services.,39708,42682,
2002,Western Kentucky University,5213,Management Sciences and Quantitative Methods.,,,
2002,Western Kentucky University,5213,Management Sciences and Quantitative Methods.,42030,44747,21500
2002,Western Kentucky University,5214,Marketing.,39467,41286,21500
2002,Western Kentucky University,5215,Real Estate.,,,
2002,Western Kentucky University,5218,"General Sales, Merchandising and Related Marketing Operations.",,,
2002,Western Kentucky University,5220,Construction Management.,,,
2002,Western Kentucky University,5299,"Business, Management, Marketing, and Related Support Services, Other.",,,
2002,Western Kentucky University,5299,"Business, Management, Marketing, and Related Support Services, Other.",,,
5489,Central Louisiana Technical Community College,5201,"Business/Commerce, General.",,,
5489,Central Louisiana Technical Community College,5204,Business Operations Support and Assistant Services.,,14318,
5489,Central Louisiana Technical Community College,5204,Business Operations Support and Assistant Services.,,,
4621,Ayers Career College,5202,"Business Administration, Management and Operations.",,,
20554,Bossier Parish Community College,5201,"Business/Commerce, General.",30860,24421,18500
20554,Bossier Parish Community College,5202,"Business Administration, Management and Operations.",,,
20554,Bossier Parish Community College,5203,Accounting and Related Services.,,,
20554,Bossier Parish Community College,5204,Business Operations Support and Assistant Services.,,,
20554,Bossier Parish Community College,5204,Business Operations Support and Assistant Services.,,,
20554,Bossier Parish Community College,5207,Entrepreneurial and Small Business Operations.,,,
2003,Centenary College of Louisiana,2701,Mathematics.,,,
